$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PAGESIZE,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$CACHESIZE,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K,$<MainMemory
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1594.8
0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1690.4
1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1636.4
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1576.0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1619.2
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1625.6
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1612.4
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1621.2
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1591.2
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1588.4
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1623.2
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1624.8
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1610.0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1675.2
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1631.2
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1588.8
1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1632.0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1613.6
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1612.0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1620.0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1626.0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1625.2
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1648.8
1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1619.6
1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1698.8
1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1636.8
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1625.6
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1612.4
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1638.8
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1621.6
1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1633.6
1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1625.2
1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1627.6
1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1623.6
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1643.2
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1623.2
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1652.0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1670.4
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1672.8
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1716.8
1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1724.0
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1646.4
1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1666.0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1669.6
1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1662.0
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1716.8
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1678.0
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1672.8
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1656.4
1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1729.2
1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1672.8
1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1680.4
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1593.6
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1580.8
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1599.2
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1580.8
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1593.6
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1632.4
1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1596.8
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1568.8
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1596.4
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1602.8
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1600.4
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1619.2
1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1624.4
1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1621.6
1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1627.2
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1629.2
1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1687.2
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1632.8
1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1616.4
1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1616.4
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1621.2
1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1601.6
1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1650.4
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1663.6
1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1643.2
1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1672.4
1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1639.6
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1636.4
1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1615.6
1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1682.8
1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1665.6
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1640.0
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1665.2
1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1633.6
1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1659.6
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1586.0
1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1588.4
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1612.4
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1642.8
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1577.6
1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1600.0
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1603.6
1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1593.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1592.4
1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1604.4
1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1624.8
1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1640.8
1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1626.0
1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1641.6
1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1618.8
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1615.6
1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1630.0
1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1618.4
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1624.8
1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1616.0
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1633.2
1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1632.8
1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1720.4
1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1733.2
1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1644.4
0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1690.0
1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1623.6
1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1674.0
1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1633.6
1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1629.6
1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1728.0
1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1660.4
1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1635.2
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1743.6
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1636.8
1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1678.8
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1572.0
1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1690.8
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1598.4
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1593.6
0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1598.0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1624.4
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1629.6
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1610.0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1617.2
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1583.6
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1602.8
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1629.2
1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1691.2
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1638.8
0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1606.0
0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1632.8
0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1606.8
0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1612.0
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1590.4
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1602.8
0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1590.4
0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1598.8
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1585.6
1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1710.4
0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1591.6
0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1608.4
0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1596.0
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1612.8
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1632.4
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1626.4
0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1649.6
0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1633.6
0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1635.6
0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1624.4
1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1711.2
0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1630.0
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1578.4
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1577.6
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1560.0
0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1597.2
0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1608.4
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1615.2
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1625.2
0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1621.6
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1576.8
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1632.8
0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1580.4
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1600.8
0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1629.6
0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1567.2
0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1624.4
0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1596.0
0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1628.4
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1588.4
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1576.0
0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1588.4
1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1643.6
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1588.4
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1588.8
0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1592.8
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1576.4
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1592.4
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1617.2
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1620.4
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1616.8
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1632.0
0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1620.8
1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1697.2
0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1629.2
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1631.6
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1640.4
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1606.8
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1631.6
0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1648.4
0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1625.6
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1662.0
0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1680.8
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1663.6
1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1714.4
0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1673.2
0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1632.8
0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1633.2
0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1717.2
0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1724.8
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1647.6
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1717.2
0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1626.8
0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1728.8
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1616.8
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1639.6
0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1624.0
0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1616.8
0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1629.2
0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1622.0
0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1618.4
0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1641.6
0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1629.2
0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1656.4
0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1671.6
0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1641.6
0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1710.4
1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1702.8
0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1667.6
0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1662.0
0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1664.4
0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1666.8
0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1692.4
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1618.8
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1622.8
0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1639.6
0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1635.2
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1662.8
1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1653.6
0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1678.8
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1661.2
0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1673.6
0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1620.0
0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1602.4
0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1632.8
0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1653.2
0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1615.2
0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1665.2
0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1632.8
1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1711.2
0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1660.0
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1614.4
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1632.4
0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1644.0
0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1629.6
0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1617.2
0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1617.2
0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1637.6
0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1619.6
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1721.6
1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1600.4
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1732.8
0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1641.6
0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1672.4
0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1728.8
0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1657.2
0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1744.8
0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1671.6
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1587.6
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1588.0
1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1600.8
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1630.8
1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1587.6
1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1596.0
1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1619.6
1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1560.4
1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1594.0
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1622.8
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1582.8
1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1637.6
1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1620.4
1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1613.6
1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1636.4
1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1638.8
1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1619.2
1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1628.0
1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1598.0
1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1598.4
1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1617.2
1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1582.4
1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1636.0
1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1629.6
1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1620.4
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1633.6
1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1619.2
1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1605.2
1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1601.2
1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1650.8
1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1632.8
1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1619.2
1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1646.8
1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1586.0
1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1641.6
1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1587.2
1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1687.2
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1591.6
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1619.2
1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1583.2
1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1602.8
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1614.8
1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1584.4
1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1605.6
1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1596.8
1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1594.4
1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1605.2
1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1702.4
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1606.8
1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1616.0
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1605.2
1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1586.8
1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1607.2
1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1618.0
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1604.0
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1648.4
1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1616.4
1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1642.4
1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1686.8
1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1639.2
1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1629.6
1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1635.6
1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1633.6
1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1619.6
1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1637.6
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1642.0
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1633.6
1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1661.2
1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1641.2
0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1708.8
1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1709.6
1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1631.6
